Año,Trimestre,Provincia,Accesos por cada 100 hab,z_score
2019,3,Santiago Del Estero,13.725288048364083,-0.19690913857859976
2019,3,Tierra Del Fuego,28.598925193212118,1.4188537472648217
2019,3,Tucumán,9.781574184382116,-0.6253252974342298
2019,2,Buenos Aires,22.215789484298067,0.725436685027451
2019,2,Catamarca,8.173397032450584,-0.8000258720581306
2019,2,Chaco,9.125011329267105,-0.6966494720921873
2019,2,Chubut,14.403808727896068,-0.12319962687084719
2019,2,Córdoba,20.841637242238242,0.5761588607403454
2019,2,Corrientes,10.047459019420458,-0.5964415184244425
2019,2,Entre Ríos,17.185820444672466,0.17901772831761498
2019,2,Formosa,7.742195783956093,-0.8468684141251244
2019,2,Jujuy,11.382934590825071,-0.4513652440598001
2019,2,La Pampa,25.39783989548608,1.0711113108913266
2019,2,La Rioja,12.965645588675004,-0.27943112569737066
2019,2,Mendoza,11.373356541672889,-0.4524057330933947
2019,2,Misiones,10.662825595018377,-0.5295926055219194
2019,2,Neuquén,18.777900805620252,0.35196966559078385
2019,2,Río Negro,18.792276756346176,0.35353136347311437
2019,2,Salta,10.146610869132008,-0.5856703884535772
2019,2,San Juan,9.068540162527924,-0.7027840855998894
2019,2,San Luis,23.40822663016059,0.854974313599565
2019,2,Santa Cruz,8.584064828655885,-0.755413933696472
2019,2,Santa Fe,21.201130485144205,0.6152115708436133
2019,2,Santiago Del Estero,13.101581339388986,-0.26466406242132495
2019,2,Tierra Del Fuego,28.10756382159569,1.3654758505161477
2019,2,Tucumán,9.942460440805863,-0.6078477941550925
2019,1,Buenos Aires,21.64173785141924,0.6630759245805885
2019,1,Catamarca,8.188504627374574,-0.7983846937145407
2019,1,Chaco,8.722835003407456,-0.7403389593749922
2019,1,Chubut,13.180368061670734,-0.2561052505772296
2019,1,Córdoba,20.05952769269671,0.4911962137088056
2019,1,Corrientes,9.25199213887151,-0.6828552079606185
2019,1,Entre Ríos,16.979402393290254,0.15659398467351082
2019,1,Formosa,7.55368578631946,-0.8673467581122375
2019,1,Jujuy,11.867849761055307,-0.39868761536614505
2019,1,La Pampa,25.157516640472675,1.0450043545178316
2019,1,La Rioja,13.359402478637785,-0.2366562641990607
2019,1,Mendoza,10.508862067173826,-0.5463180743256891
2019,1,Misiones,9.87579609120626,-0.6150897203122895
2019,1,Neuquén,17.526490396034294,0.21602561403998446
2019,1,Río Negro,16.478122478195964,0.10213861008420612
2019,1,Salta,9.711781014403453,-0.632907115696883
2019,1,San Juan,8.108982017265918,-0.8070234470166184
2019,1,San Luis,19.271779401291518,0.4056210151044776
2019,1,Santa Cruz,7.042691634453057,-0.9228574161596379
2019,1,Santa Fe,21.059894917387947,0.5998687743023765
2019,1,Santiago Del Estero,9.311616280949599,-0.6763780783297265
2019,1,Tierra Del Fuego,27.684925791261847,1.3195635536845736
2019,1,Tucumán,10.31263096739148,-0.5676351822387579
2018,4,Buenos Aires,21.058833823398523,0.5997535048313113
2018,4,Catamarca,8.197333541624968,-0.7974255852040159
2018,4,Chaco,8.7108351925502,-0.7416425308438586
2018,4,Chubut,13.061729706052178,-0.2689932516746851
2018,4,Córdoba,19.92843117514227,0.4769548492419334
2018,4,Corrientes,9.102210657080787,-0.6991263699438802
2018,4,Entre Ríos,16.257794035384702,0.078203743506301
2018,4,Formosa,7.568639138457005,-0.8657223355740582
2018,4,Jujuy,11.899484192418539,-0.3952510826866332
2018,4,La Pampa,24.215175627605007,0.9426353361283331
2018,4,La Rioja,13.402859048246764,-0.2319354611005004
2018,4,Mendoza,10.536933969997644,-0.5432685486262243
2018,4,Misiones,9.38376401334208,-0.668540477670098
2018,4,Neuquén,17.58336203291432,0.22220373168753904
2018,4,Río Negro,15.952033444971306,0.04498815480178145
2018,4,Salta,9.639884990122159,-0.6407173726328369
2018,4,San Juan,8.125067548299477,-0.8052760328643168
2018,4,San Luis,19.332549309229275,0.4122226123376037
2018,4,Santa Cruz,7.049080016507051,-0.9221634291729371
2018,4,Santa Fe,20.62373640643868,0.5524877115889661
